,Date,Unix,Ticker,DE Ratio,Price,stock_p_change,SP500,sp500_p_change,Difference,Status
54,2005-01-26 15:16:47,1106770607.0,aapl,0.0,71.94,245.035971223,1174.07,9.75488912987,235.281082093,outperform
55,2005-02-04 03:07:08,1107504428.0,aapl,0.0,77.81,273.189448441,1189.41,11.1889092473,262.000539194,outperform
56,2005-03-01 10:36:03,1109691363.0,aapl,0.0,44.86,115.1558753,1210.41,13.1520397861,102.003835514,outperform
57,2005-12-17 11:55:53,1134838553.0,aapl,0.0,71.11,241.055155875,1272.74,18.9787981902,222.076357685,outperform
58,2006-01-25 09:43:52,1138200232.0,aapl,0.0,76.04,264.700239808,1264.68,18.2253299929,246.474909815,outperform
59,2013-08-11 02:30:32,1376202632.0,aapl,13.75,76.04,264.700239808,1697.48,58.6845155742,206.015724234,outperform
60,2013-06-19 09:57:38,1371650258.0,abbv,512.61,76.04,0.0,1628.93,0.0,0.0,underperform
61,2003-10-26 16:06:32,1067202392.0,abc,0.592,57.01,0.0,1033.77,0.0,0.0,underperform
62,2004-01-28 07:37:34,1075293454.0,abc,0.429,56.36,-1.14015085073,1128.48,9.16161235091,-10.3017632016,underperform
63,2004-05-16 19:24:15,1084749855.0,abc,0.412,58.97,3.4379933345,1096.44,6.06227690879,-2.62428357429,underperform
64,2004-10-20 01:31:26,1098250286.0,abc,0.331,52.1,-8.61252411858,1103.66,6.76069144974,-15.3732155683,underperform
65,2005-01-08 07:45:42,1105188342.0,abc,0.332,57.9,1.56112962638,1183.74,14.5070953887,-12.9459657623,underperform
66,2005-03-30 19:52:42,1112230362.0,abc,0.291,55.44,-2.75390282407,1181.41,14.2817067626,-17.0356095867,underperform
67,2005-05-26 01:50:44,1117086644.0,abc,0.23,65.93,15.6463778285,1193.86,15.4860365458,0.160341282604,outperform
68,2005-12-04 08:46:13,1133703973.0,abc,0.223,79.46,39.3790563059,1264.67,22.3357226462,17.0433336597,outperform
69,2007-02-20 06:12:02,1171969922.0,abc,0.308,54.9,-3.70110506929,1459.68,41.1996865841,-44.9007916533,underperform
70,2007-04-05 16:11:07,1175803867.0,abc,0.308,53.94,-5.3850201719,1424.55,37.8014451957,-43.1864653676,underperform
71,2008-01-23 20:34:05,1201138445.0,abc,0.396,45.55,-20.1017365374,1338.6,29.4872166923,-49.5889532298,underperform
72,2011-07-08 00:04:15,1310097855.0,abc,42.86,43.05,-24.4869321172,1337.88,29.4175687048,-53.904500822,underperform
73,2012-02-28 18:01:38,1330470098.0,abc,66.41,43.05,-24.4869321172,1372.18,32.7355214409,-57.2224535581,underperform
74,2013-04-25 01:02:00,1366866120.0,abc,59.73,43.05,-24.4869321172,1562.5,51.1458061271,-75.6327382443,underperform
75,2004-09-20 13:31:02,1095701462.0,abt,0.543,42.92,0.0,1128.55,0.0,0.0,underperform
76,2004-10-23 22:48:08,1098586088.0,abt,0.543,40.86,-4.79962721342,1103.66,-2.20548491427,-2.59414229915,underperform
77,2005-01-25 12:44:11,1106675051.0,abt,0.508,45.93,7.01304753029,1168.41,3.53196579682,3.48108173347,outperform
78,2005-02-28 19:21:54,1109636514.0,abt,0.508,45.61,6.26747437092,1211.37,7.33862035355,-1.07114598263,underperform
79,2006-06-17 18:01:01,1150581661.0,abt,0.436,42.78,-0.326188257223,1230.04,8.99295556245,-9.31914381967,underperform
80,2006-07-18 12:32:14,1153240334.0,abt,0.436,44.48,3.63466915191,1236.86,9.59727083426,-5.96260168235,underperform
81,2007-01-13 21:19:42,1168741182.0,abt,0.604,50.45,17.5442684063,1414.85,25.3688361171,-7.8245677108,underperform
82,2007-03-23 02:47:40,1174632460.0,abt,0.883,54.5,26.9804287046,1410.94,25.0223738425,1.95805486203,outperform
83,2007-04-10 20:13:09,1176250389.0,abt,0.883,57.11,33.0615097856,1448.39,28.3407912808,4.7207185048,outperform
84,2007-06-03 02:36:35,1180852595.0,abt,0.871,56.3,31.174277726,1530.62,35.6271321607,-4.45285443474,underperform
85,2008-01-23 23:41:45,1201149705.0,abt,0.784,57.97,35.0652376514,1338.6,18.6123787161,16.4528589354,outperform
86,2008-04-28 03:46:55,1209368815.0,abt,0.687,51.28,19.4780987884,1397.84,23.8615923087,-4.38349352027,underperform
87,2008-10-23 21:57:42,1224813462.0,abt,0.732,55.02,28.1919850885,985.4,-12.6844180586,40.8764031471,outperform
88,2008-12-25 05:30:56,1230201056.0,abt,0.546,52.65,22.670083877,871.63,-22.7654955474,45.4355794244,outperform
89,2011-08-05 04:11:33,1312531893.0,abt,76.17,48.77,13.6300093197,1254.05,11.1204643126,2.50954500705,outperform
90,2011-09-02 09:24:27,1314969867.0,abt,68.83,51.94,21.0158434296,1212.92,7.47596473351,13.5398786961,outperform
91,2011-11-02 06:21:21,1320229281.0,abt,68.83,52.76,22.9263746505,1237.9,9.68942448274,13.2369501678,outperform
92,2012-01-01 23:13:40,1325477620.0,abt,67.73,56.23,31.0111835974,1263.02,11.9152895308,19.0958940666,outperform
93,2012-03-02 20:56:30,1330739790.0,abt,62.85,56.23,31.0111835974,1372.18,21.5878782509,9.42330534654,outperform
94,2012-03-30 05:44:15,1333100655.0,abt,62.85,56.23,31.0111835974,1412.52,25.1623765008,5.84880709657,outperform
95,2013-05-08 18:10:02,1368051002.0,abt,76.36,56.23,31.0111835974,1632.69,44.6714811041,-13.6602975067,underperform
96,2013-08-18 07:12:45,1376824365.0,abt,35.38,56.23,31.0111835974,1661.32,47.2083647158,-16.1971811184,underperform
97,2004-08-16 22:53:27,1092711207.0,ace,0.26,39.1,0.0,1064.8,0.0,0.0,underperform
98,2004-10-10 11:27:42,1097422062.0,ace,0.26,41.04,4.96163682864,1130.65,6.18425995492,-1.22262312628,underperform
99,2005-01-13 13:27:29,1105640849.0,ace,0.21,42.76,9.36061381074,1190.25,11.7815552216,-2.4209414109,underperform
100,2007-02-20 18:32:05,1172014325.0,ace,0.171,58.6,49.8721227621,1459.68,37.0848985725,12.7872241896,outperform
101,2007-04-05 15:54:06,1175802846.0,ace,0.171,57.24,46.3938618926,1424.55,33.785687453,12.6081744395,outperform
102,2008-01-23 21:48:58,1201142938.0,ace,0.154,59.98,53.4015345269,1338.6,25.7137490609,27.687785466,outperform
103,2010-12-07 07:29:30,1291724970.0,ace,23.09,59.06,51.0485933504,1223.75,14.9276859504,36.1209074,outperform
104,2011-08-11 20:49:00,1313110140.0,ace,27.7,63.42,62.199488491,1119.46,5.13335837716,57.0661301139,outperform
105,2013-04-23 04:24:03,1366705443.0,ace,24.94,63.42,62.199488491,1578.78,48.2700976709,13.9293908201,outperform
106,2013-05-16 15:08:57,1368731337.0,ace,27.94,63.42,62.199488491,1633.77,53.4344477836,8.76504070743,outperform
107,2003-12-15 23:12:24,1071547944.0,aci,1.074,30.78,0.0,1074.14,0.0,0.0,underperform
108,2005-01-24 04:33:07,1106559187.0,aci,1.18,34.52,12.1507472385,1167.87,8.72605060793,3.42469663054,outperform
109,2005-02-05 03:36:51,1107592611.0,aci,1.18,38.4,24.7563352827,1193.19,11.0832852328,13.6730500498,outperform
110,2005-03-30 06:50:28,1112183428.0,aci,0.936,41.15,33.6907082521,1181.41,9.9865939263,23.7041143258,outperform
111,2006-05-24 04:17:01,1148458621.0,aci,0.854,46.39,50.7147498376,1258.57,17.1700150818,33.5447347557,outperform
112,2007-03-11 21:41:07,1173663667.0,aci,0.86,30.08,-2.27420402859,1401.89,30.5127823189,-32.7869863475,underperform
113,2007-04-07 18:52:27,1175986347.0,aci,0.86,33.93,10.2339181287,1439.37,34.0020853892,-23.7681672606,underperform
114,2008-03-02 17:50:27,1204498227.0,aci,0.851,51.09,65.9844054581,1367.68,27.3279088387,38.6564966194,outperform
115,2008-06-05 02:23:56,1212647036.0,aci,0.899,67.52,119.363222872,1385.67,29.0027370734,90.3604857986,outperform
116,2008-10-08 20:51:28,1223513488.0,aci,0.772,25.11,-18.4210526316,984.94,-8.3043178729,-10.1167347587,underperform
117,2008-12-05 05:35:57,1228473357.0,aci,0.767,11.93,-61.241065627,848.81,-20.9777124025,-40.2633532246,underperform
118,2011-08-18 01:16:41,1313644601.0,aci,118.77,19.7,-35.9974009097,1204.49,12.1352896271,-48.1326905367,underperform
119,2012-07-26 21:31:10,1343352670.0,aci,113.56,19.7,-35.9974009097,1350.52,25.7303517232,-61.7277526329,underperform
120,2012-11-04 10:32:06,1352043126.0,aci,144.73,19.7,-35.9974009097,1427.59,32.9053940827,-68.9027949924,underperform
121,2013-04-23 05:25:15,1366709115.0,aci,179.32,19.7,-35.9974009097,1578.78,46.9808404863,-82.978241396,underperform
122,2013-04-25 06:05:53,1366884353.0,aci,179.32,19.7,-35.9974009097,1562.5,45.4652093768,-81.4626102865,underperform
123,2003-11-08 10:24:47,1068305087.0,acn,0.076,25.05,0.0,1051.81,0.0,0.0,underperform
124,2004-12-10 06:26:24,1102677984.0,acn,0.023,26.2,4.59081836327,1177.07,11.9089949706,-7.3181766073,underperform
125,2005-02-10 03:10:56,1108023056.0,acn,0.023,25.51,1.83632734531,1201.72,14.2525741341,-12.4162467888,underperform
126,2005-04-04 05:07:40,1112605660.0,acn,0.023,24.44,-2.43512974052,1172.92,11.5144370181,-13.9495667586,underperform
127,2005-09-04 02:06:58,1125814018.0,acn,0.04,25.31,1.0379241517,1221.59,16.1416985958,-15.1037744441,underperform
128,2006-06-03 23:44:14,1149392654.0,acn,0.045,27.89,11.3373253493,1270.09,20.7527975585,-9.41547220919,underperform
129,2006-08-22 00:50:41,1156222241.0,acn,0.034,28.57,14.0518962076,1298.82,23.4842794801,-9.43238327255,underperform
130,2006-08-22 06:44:05,1156243445.0,acn,0.034,28.57,14.0518962076,1298.82,23.4842794801,-9.43238327255,underperform
131,2006-08-27 03:22:58,1156663378.0,acn,0.034,28.36,13.2135728543,1296.06,23.2218746732,-10.0083018189,underperform
132,2006-11-02 16:40:55,1162503655.0,acn,0.027,32.96,31.5768463074,1377.93,31.0055998707,0.571246436686,outperform
133,2006-11-11 01:01:42,1163224902.0,acn,0.027,33.87,35.2095808383,1385.72,31.7462279309,3.46335290742,outperform
134,2006-12-03 00:17:12,1165123032.0,acn,0.027,33.81,34.9700598802,1400.63,33.1637843337,1.80627554657,outperform
135,2007-03-14 19:10:39,1173913839.0,acn,0.018,35.39,41.2774451098,1387.17,31.8840855288,9.39335958103,outperform
136,2007-05-05 07:47:14,1178365634.0,acn,0.015,39.1,56.0878243513,1495.92,42.2234053679,13.8644189834,outperform
137,2007-06-05 04:17:34,1181031454.0,acn,0.015,41.24,64.630738523,1530.95,45.5538547837,19.0768837393,outperform
138,2007-07-06 07:06:36,1183719996.0,acn,0.015,42.81,70.8982035928,1524.87,44.9758036147,25.9223999781,outperform
139,2008-04-07 01:42:51,1207546971.0,acn,0.004,36.77,46.7864271457,1370.4,30.2896911039,16.4967360418,outperform
140,2008-10-18 23:21:07,1224386467.0,acn,0.003,31.4,25.3493013972,907.84,-13.6878333539,39.0371347511,outperform
141,2008-12-02 16:28:13,1228253293.0,acn,0.003,29.98,19.6806387226,848.81,-19.3000636997,38.9807024223,outperform
142,2008-12-21 20:10:46,1229908246.0,acn,0.001,32.21,28.5828343313,885.28,-15.8327074281,44.4155417595,outperform
143,2011-09-01 16:51:37,1314910297.0,acn,0.11,53.62,114.051896208,1210.08,15.0473944914,99.0045017162,outperform
144,2011-11-08 00:40:19,1320730819.0,acn,0.1,58.0,131.536926148,1275.92,21.3070801761,110.229845972,outperform
145,2012-02-29 00:47:01,1330494421.0,acn,0.15,58.0,131.536926148,1365.68,29.8409408543,101.695985293,outperform
146,2012-11-04 02:11:28,1352013088.0,acn,0.0,58.0,131.536926148,1427.59,35.7269849117,95.809941236,outperform
147,2013-04-23 04:45:22,1366706722.0,acn,0.0,58.0,131.536926148,1578.78,50.1012540288,81.4356721189,outperform
148,2013-05-10 03:17:29,1368170249.0,acn,0.0,58.0,131.536926148,1625.96,54.5868550404,76.9500711073,outperform
149,2013-05-12 08:27:29,1368361649.0,act,177.28,58.0,0.0,1626.67,0.0,0.0,underperform
150,2004-01-25 05:32:05,1075026725.0,adbe,0.0,38.04,0.0,1143.94,0.0,0.0,underperform
151,2004-08-21 23:10:00,1093144200.0,adbe,0.0,46.09,21.1619348055,1095.17,-4.26333548962,25.4252702951,outperform
152,2004-11-12 17:19:37,1100297977.0,adbe,0.0,58.1,52.7339642482,1164.08,1.7605818487,50.9733823995,outperform
153,2005-02-07 16:20:07,1107811207.0,adbe,0.0,63.67,67.3764458465,1203.03,5.16548070703,62.2109651394,outperform
154,2005-04-05 04:12:22,1112688742.0,adbe,0.0,66.58,75.0262881178,1181.39,3.27377309999,71.7525150178,outperform
155,2005-08-31 10:51:30,1125499890.0,adbe,0.0,27.12,-28.7066246057,1220.33,6.6777977866,-35.3844223923,underperform
156,2008-12-04 14:30:57,1228419057.0,adbe,0.08,22.54,-40.7465825447,816.21,-28.6492298547,-12.09735269,underperform
157,2008-12-05 00:15:55,1228454155.0,adbe,0.08,20.44,-46.2670872766,848.81,-25.79943004,-20.4676572365,underperform
158,2008-12-17 11:42:55,1229532175.0,adbe,0.08,22.32,-41.3249211356,904.42,-20.9381610924,-20.3867600433,underperform
159,2008-12-20 21:49:14,1229827754.0,adbe,0.079,22.13,-41.8243953733,904.42,-20.9381610924,-20.8862342809,underperform
160,2011-04-24 04:02:44,1303632164.0,adbe,28.03,33.48,-11.9873817035,1337.38,16.909977796,-28.8973594995,underperform
161,2011-08-05 04:11:46,1312531906.0,adbe,28.17,26.15,-31.2565720294,1254.05,9.62550483417,-40.8820768636,underperform
162,2011-09-25 13:42:54,1316972574.0,adbe,28.17,24.88,-34.5951629863,1129.56,-1.25705893666,-33.3381040497,underperform
163,2011-10-18 13:47:26,1318960046.0,adbe,27.25,26.24,-31.0199789695,1225.38,7.11925450636,-38.1392334759,underperform
164,2012-03-24 12:13:07,1332605587.0,adbe,25.26,26.24,-31.0199789695,1402.89,22.6366767488,-53.6566557183,underperform
165,2012-07-02 04:31:22,1341217882.0,adbe,24.76,26.24,-31.0199789695,1362.16,19.0761753239,-50.0961542934,underperform
166,2004-01-20 06:29:18,1074598158.0,adi,0.0,50.5,0.0,1138.77,0.0,0.0,underperform
167,2004-05-12 18:46:27,1084401987.0,adi,0.0,45.04,-10.8118811881,1097.28,-3.64340472615,-7.16847646197,underperform
168,2004-06-22 09:09:13,1087909753.0,adi,0.0,45.03,-10.8316831683,1134.41,-0.382869236106,-10.4488139322,underperform
169,2004-08-10 02:07:28,1092118048.0,adi,0.0,35.92,-28.8712871287,1079.04,-5.24513290656,-23.6261542222,underperform
170,2004-11-11 09:56:15,1100184975.0,adi,0.0,38.5,-23.7623762376,1164.89,2.29370285483,-26.0560790925,underperform
171,2005-01-24 03:34:28,1106555668.0,adi,0.0,34.47,-31.7425742574,1167.87,2.55538870887,-34.2979629663,underperform
172,2005-03-17 01:05:45,1111039545.0,adi,0.0,35.92,-28.8712871287,1206.83,5.97662390123,-34.8479110299,underperform
173,2005-04-08 23:33:20,1113017600.0,adi,0.0,35.67,-29.3663366337,1181.39,3.74263459698,-33.1089712306,underperform
174,2005-09-07 23:00:53,1126148453.0,adi,0.0,36.88,-26.9702970297,1236.36,8.56977264944,-35.5400696791,underperform
175,2005-10-31 08:19:48,1130764788.0,adi,0.0,34.61,-31.4653465347,1198.41,5.23722964251,-36.7025761772,underperform
176,2011-08-05 04:12:35,1312531955.0,adi,25.32,31.63,-37.3663366337,1254.05,10.1232031051,-47.4895397388,underperform
177,2012-03-19 11:50:51,1332172251.0,adi,22.65,31.63,-37.3663366337,1404.17,23.3058475373,-60.6721841709,underperform
178,2013-04-22 02:24:41,1366611881.0,adi,17.57,31.63,-37.3663366337,1555.25,36.5727934526,-73.9391300862,underperform
179,2013-05-11 12:07:46,1368288466.0,adi,17.57,31.63,-37.3663366337,1632.69,43.3731130957,-80.7394497294,underperform
180,2003-11-12 17:41:28,1068676888.0,adm,0.733,14.48,0.0,1058.53,0.0,0.0,underperform
181,2004-01-31 04:11:22,1075540282.0,adm,0.703,15.66,8.14917127072,1128.48,6.60822083455,1.54095043616,outperform
182,2004-04-14 16:44:25,1081975465.0,adm,0.789,16.81,16.091160221,1128.17,6.57893493807,9.51222528292,outperform
183,2004-06-19 13:33:48,1087666428.0,adm,0.848,16.28,12.4309392265,1133.56,7.08813165428,5.34280757224,outperform
184,2004-11-30 07:08:52,1101816532.0,adm,0.613,21.23,46.6160220994,1173.82,10.8915193712,35.7245027282,outperform
185,2005-01-26 00:58:06,1106719086.0,adm,0.613,22.65,56.4226519337,1174.07,10.9151370297,45.507514904,outperform
186,2005-02-08 21:21:16,1107915676.0,adm,0.613,23.71,63.7430939227,1202.3,13.5820430219,50.1610509007,outperform
187,2005-02-14 20:39:46,1108431586.0,adm,0.528,24.5,69.1988950276,1205.3,13.8654549233,55.3334401043,outperform
188,2007-02-20 08:05:08,1171976708.0,adm,0.541,35.88,147.790055249,1459.68,37.8968947503,109.893160498,outperform
189,2007-03-07 08:11:55,1173273115.0,adm,0.541,32.96,127.624309392,1391.97,31.5002881354,96.1240212568,outperform
190,2007-04-09 12:40:37,1176136837.0,adm,0.541,37.02,155.662983425,1444.61,36.4732222988,119.189761127,outperform
191,2007-06-18 03:24:32,1182151472.0,adm,0.597,34.57,138.743093923,1532.91,44.8149792637,93.928114659,outperform
192,2007-06-19 05:10:54,1182244254.0,adm,0.597,34.75,139.986187845,1533.7,44.8896110644,95.0965767809,outperform
193,2007-10-12 05:57:34,1192183054.0,adm,0.47,34.9,141.022099448,1565.15,47.8607124975,93.16138695,outperform
194,2008-01-23 23:14:44,1201148084.0,adm,0.62,40.85,182.113259669,1338.6,26.4583904093,155.654869259,outperform
195,2009-01-09 16:47:55,1231537675.0,adm,0.628,27.94,92.955801105,934.7,-11.6982985839,104.654099689,outperform
196,2011-07-29 19:09:22,1311980962.0,adm,85.48,30.64,111.602209945,1331.94,25.8292159882,85.7729939565,outperform
197,2011-08-05 04:13:27,1312532007.0,adm,85.48,28.05,93.7154696133,1254.05,18.4708983213,75.244571292,outperform
198,2011-09-28 04:29:00,1317198540.0,adm,54.78,25.77,77.9696132597,1151.06,8.74136774584,69.2282455138,outperform
199,2011-12-31 04:39:51,1325324391.0,adm,51.59,28.6,97.5138121547,1249.64,18.0542828262,79.4595293285,outperform
200,2012-07-28 11:39:41,1343489981.0,adm,55.68,28.6,97.5138121547,1337.89,26.3913162593,71.1224958954,outperform
201,2013-06-07 17:17:34,1370639854.0,adm,46.71,28.6,97.5138121547,1631.38,54.1175025743,43.3963095804,outperform
202,2004-05-12 18:03:39,1084399419.0,adp,0.015,45.7,0.0,1097.28,0.0,0.0,underperform
203,2006-05-29 06:22:46,1148898166.0,adp,0.012,45.98,0.612691466083,1280.16,16.6666666667,-16.0539752006,underperform
204,2006-06-27 09:26:37,1151414797.0,adp,0.012,44.48,-2.66958424508,1239.2,12.9337999417,-15.6033841868,underperform
205,2007-02-20 18:32:39,1172014359.0,adp,0.012,50.7,10.9409190372,1459.68,33.0271216098,-22.0862025726,underperform
206,2007-04-28 09:46:50,1177768010.0,adp,0.012,45.17,-1.15973741794,1495.42,36.28426655,-37.444003968,underperform
207,2007-05-28 15:46:58,1180381618.0,adp,0.007,49.23,7.72428884026,1515.73,38.1352070575,-30.4109182172,underperform
208,2007-06-30 05:05:33,1183194333.0,adp,0.007,48.47,6.06126914661,1506.34,37.2794546515,-31.2181855049,underperform
209,2007-10-22 09:12:40,1193058760.0,adp,0.008,47.52,3.98249452954,1500.63,36.7590769904,-32.7765824608,underperform
210,2008-01-23 19:35:35,1201134935.0,adp,0.078,38.56,-15.6236323851,1338.6,21.9925634296,-37.6161958147,underperform
211,2008-12-07 07:53:01,1228654381.0,adp,0.288,37.59,-17.7461706783,845.22,-22.9713473316,5.22517665325,outperform
212,2011-08-05 04:11:51,1312531911.0,adp,0.57,47.88,4.77024070022,1254.05,14.2871463984,-9.51690569815,underperform
213,2011-09-30 03:20:09,1317367209.0,adp,0.62,48.12,5.295404814,1175.38,7.11759988335,-1.82219506934,underperform
214,2012-01-04 00:07:51,1325653671.0,adp,0.61,54.46,19.1684901532,1277.3,16.4060221639,2.76246798928,outperform
215,2012-04-20 21:07:33,1334970453.0,adp,0.58,54.46,19.1684901532,1390.78,26.7479585885,-7.57946843534,underperform
216,2012-07-26 00:02:28,1343275348.0,adp,0.27,54.46,19.1684901532,1350.52,23.0788859726,-3.91039581941,underperform
217,2012-11-04 17:34:40,1352068480.0,adp,0.26,54.46,19.1684901532,1427.59,30.1026173812,-10.934127228,underperform
218,2013-02-06 18:15:11,1360192511.0,adp,7.29,54.46,19.1684901532,1512.12,37.8062117235,-18.6377215704,underperform
219,2013-04-23 04:13:36,1366704816.0,adp,0.46,54.46,19.1684901532,1578.78,43.8812335958,-24.7127434426,underperform
